0.0789053 0.0625158 0.0707682 0.115368 0.22758 0.40279 0.379966 0.239389 
0.0636877 0.0811039 0.0849276 0.117867 0.239061 0.404711 0.378363 0.237592 
0.0790599 0.105135 0.108661 0.14555 0.266361 0.41135 0.336366 0.306837 
0.0820132 0.0997734 0.0996199 0.120942 0.24935 0.395899 0.369383 0.263004 
0.0736206 0.0897564 0.0997086 0.141022 0.242839 0.416059 0.363291 0.256241 
0.0843482 0.102229 0.112351 0.175154 0.274427 0.434269 0.349095 0.267125 
0.0685589 0.0715422 0.0822864 0.117362 0.206946 0.412673 0.370993 0.23948 
0.0825235 0.075383 0.0914472 0.15594 0.30451 0.385467 0.376174 0.260975 
0.097365 0.0863349 0.0992207 0.135189 0.270263 0.39584 0.374836 0.266988 
0.10824 0.108361 0.107434 0.154826 0.24898 0.402981 0.392846 0.267799 
0.0847522 0.0762923 0.0926252 0.107775 0.198897 0.424037 0.362102 0.227723 
0.0533008 0.0836803 0.0857751 0.146269 0.275726 0.418877 0.370861 0.22671 
0.089593 0.0826151 0.098852 0.129251 0.249014 0.413663 0.36983 0.256692 
0.0994669 0.117401 0.117171 0.163118 0.253912 0.410436 0.386692 0.252212 
0.0873733 0.0933094 0.0915661 0.149697 0.286705 0.419333 0.340324 0.287584 
0.066228 0.0844852 0.106968 0.168274 0.298154 0.359702 0.39347 0.265907 
0.0841597 0.0694752 0.104284 0.135887 0.227795 0.398104 0.376906 0.265183 
0.105252 0.0766495 0.097807 0.158174 0.234904 0.43384 0.347554 0.253287 
0.0749898 0.0921236 0.0829287 0.117191 0.191547 0.429847 0.348351 0.248289 
0.0773755 0.084119 0.095288 0.147546 0.284265 0.392781 0.382408 0.258413 
0.0654555 0.0958394 0.0952186 0.134622 0.252282 0.380789 0.390219 0.257759 
0.083507 0.0873758 0.109634 0.149052 0.255747 0.393627 0.37187 0.280988 
0.0825469 0.0915134 0.0981533 0.160136 0.264618 0.412865 0.380009 0.264658 
0.0728821 0.0681663 0.0740892 0.112831 0.232252 0.414772 0.364262 0.23491 
0.0904851 0.0804703 0.0839161 0.112766 0.249237 0.414421 0.358983 0.258627 
0.0791941 0.0740695 0.102324 0.124976 0.246458 0.409609 0.373584 0.259581 
0.0776182 0.0842141 0.0931704 0.110742 0.194243 0.407643 0.391536 0.221629 
0.0765378 0.0894183 0.089257 0.133247 0.275757 0.40196 0.352846 0.26016 
0.087979 0.0834426 0.092972 0.145438 0.211741 0.434266 0.354462 0.274588 
0.0851763 0.0830728 0.0741808 0.136911 0.22223 0.375895 0.421586 0.239845 
0.0832655 0.104158 0.104692 0.136855 0.251359 0.449647 0.353672 0.233168 
0.0799392 0.0827909 0.101464 0.172673 0.269997 0.405125 0.365834 0.263236 
0.0760204 0.0875923 0.0880142 0.131297 0.279675 0.392555 0.369219 0.273711 
0.081986 0.0894612 0.101746 0.142077 0.222877 0.41955 0.383735 0.238845 
0.0676428 0.0843998 0.0987472 0.132213 0.24969 0.407322 0.363784 0.258773 
0.0496251 0.0885414 0.0982665 0.144989 0.251211 0.442703 0.362222 0.223829 
0.0678256 0.0779062 0.0676959 0.0986066 0.153044 0.453813 0.355926 0.191971 
0.0707314 0.0827279 0.0922422 0.149727 0.261236 0.399725 0.38104 0.253473 
